,index,Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,distance_group,Date_Month,airbnb_price_mean
13224,13267,Prahran,3,t,1463000.0,4.6,3181.0,2.0,2.0,15.0,147.0,1998.0,Stonnington,-37.84969,145.00056999999995,7717.0,"(0, 10]",2017-09-01,148.1695652173913
13225,13268,Preston,3,h,1150000.0,8.4,3072.0,1.0,2.0,830.0,,,Darebin,-37.74103,145.02289,14577.0,"(0, 10]",2017-09-01,94.15602836879432
13226,13269,Preston,3,h,820000.0,8.4,3072.0,1.0,2.0,493.0,,,Darebin,-37.74305,145.01811999999995,14577.0,"(0, 10]",2017-09-01,94.15602836879432
13227,13270,Preston,4,h,950000.0,8.4,3072.0,1.0,2.0,678.0,,,Darebin,-37.74283,145.0086,14577.0,"(0, 10]",2017-09-01,94.15602836879432
13228,13271,Reservoir,3,h,901000.0,12.0,3073.0,1.0,2.0,695.0,,,Darebin,-37.69618,145.01289,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13229,13272,Reservoir,3,h,680000.0,12.0,3073.0,1.0,1.0,237.0,,,Darebin,-37.7104,145.00717,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13230,13273,Reservoir,3,h,890000.0,12.0,3073.0,1.0,2.0,725.0,,,Darebin,-37.7183,145.02253000000005,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13231,13274,Reservoir,4,h,1190000.0,12.0,3073.0,2.0,3.0,650.0,,,Darebin,-37.715559999999996,145.01129,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13232,13275,Reservoir,3,h,855000.0,12.0,3073.0,1.0,2.0,464.0,,,Darebin,-37.72318,145.01556000000005,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13233,13276,Reservoir,4,h,785000.0,12.0,3073.0,2.0,2.0,534.0,,,Darebin,-37.69583,144.98056,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13234,13277,Reservoir,5,h,1000000.0,12.0,3073.0,2.0,6.0,892.0,361.0,2004.0,Darebin,-37.70176,145.0118,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13235,13278,Reservoir,3,h,800000.0,12.0,3073.0,1.0,1.0,633.0,,,Darebin,-37.71922,145.01806000000005,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13236,13279,Reservoir,3,h,1400000.0,12.0,3073.0,1.0,6.0,667.0,115.0,1920.0,Darebin,-37.72765,144.98953,21650.0,"(10, 20]",2017-09-01,273.9264705882353
13237,13280,Richmond,1,u,400000.0,2.4,3121.0,1.0,1.0,4425.0,51.0,2012.0,Yarra,-37.82009,145.0038,14949.0,"(0, 10]",2017-09-01,162.26273885350318
13238,13281,Richmond,3,h,1900000.0,2.4,3121.0,1.0,1.0,300.0,,,Yarra,-37.81981,145.00538999999995,14949.0,"(0, 10]",2017-09-01,162.26273885350318
13239,13282,Ringwood,4,h,999999.0,19.9,3134.0,2.0,2.0,657.0,,,Maroondah,-37.79053,145.2472,7785.0,"(10, 20]",2017-09-01,116.58928571428571
13240,13283,Ringwood North,5,h,1100000.0,19.9,3134.0,3.0,2.0,649.0,,,Maroondah,-37.78958,145.23886000000005,3619.0,"(10, 20]",2017-09-01,116.58928571428571
13241,13284,Rosanna,3,h,1100000.0,8.9,3084.0,1.0,2.0,648.0,,,Banyule,-37.74738,145.07698,3540.0,"(0, 10]",2017-09-01,127.20833333333333
13242,13285,Rosanna,3,h,850000.0,8.9,3084.0,1.0,2.0,690.0,,,Banyule,-37.72998,145.06134,3540.0,"(0, 10]",2017-09-01,127.20833333333333
13243,13286,Roxburgh Park,3,h,426000.0,20.6,3064.0,2.0,2.0,245.0,134.0,2004.0,Hume,-37.62191,144.92158,5833.0,"(20, 30]",2017-09-01,71.4047619047619
13244,13287,Sandringham,4,t,1050000.0,15.2,3191.0,2.0,1.0,173.0,184.0,2010.0,Bayside,-37.94723,145.02268,4497.0,"(10, 20]",2017-09-01,195.72
13245,13288,Seddon,2,h,680000.0,5.1,3011.0,1.0,0.0,298.0,88.0,1900.0,Maribyrnong,-37.80257,144.88811,2417.0,"(0, 10]",2017-09-01,95.6010101010101
13246,13289,South Melbourne,2,h,1151000.0,1.9,3205.0,1.0,2.0,128.0,95.0,1890.0,Port Phillip,-37.832809999999995,144.96633,5943.0,"(0, 10]",2017-09-01,214.84666666666666
13247,13290,South Melbourne,2,t,817000.0,1.9,3205.0,2.0,1.0,336.0,,,Port Phillip,-37.83401,144.96653999999995,5943.0,"(0, 10]",2017-09-01,214.84666666666666
13248,13291,South Morang,4,h,658500.0,20.5,3752.0,2.0,2.0,444.0,187.0,2008.0,Whittlesea,-37.63534,145.09081,7969.0,"(20, 30]",2017-09-01,63.90909090909091
13249,13292,Springvale,3,h,881000.0,20.8,3171.0,1.0,4.0,720.0,140.0,1955.0,Greater Dandenong,-37.944340000000004,145.16289,7412.0,"(20, 30]",2017-09-01,67.85714285714286
13250,13293,St Albans,3,h,645000.0,14.0,3021.0,1.0,1.0,690.0,,,Brimbank,-37.74295,144.81009,14042.0,"(10, 20]",2017-09-01,81.65
13251,13294,St Albans,3,h,549500.0,14.0,3021.0,1.0,2.0,546.0,,,Brimbank,-37.7502,144.80626,14042.0,"(10, 20]",2017-09-01,81.65
13252,13295,St Helena,3,h,897000.0,16.1,3088.0,2.0,2.0,684.0,150.0,1985.0,Banyule,-37.68969,145.12366,915.0,"(10, 20]",2017-09-01,68.36363636363636
13253,13296,St Kilda,4,h,2680000.0,5.0,3182.0,2.0,1.0,324.0,265.0,1890.0,Port Phillip,-37.86569,144.97919,13240.0,"(0, 10]",2017-09-01,147.7295154185022
13254,13297,St Kilda,2,h,1000000.0,5.0,3182.0,1.0,2.0,106.0,134.0,1900.0,Port Phillip,-37.861909999999995,144.98655,13240.0,"(0, 10]",2017-09-01,147.7295154185022
13255,13298,Strathmore,4,h,1625000.0,8.2,3041.0,3.0,2.0,224.0,,1950.0,Moonee Valley,-37.73545,144.92164,3284.0,"(0, 10]",2017-09-01,106.125
13256,13299,Strathmore,3,h,810000.0,8.2,3041.0,1.0,3.0,492.0,134.0,,Moonee Valley,-37.73084,144.92238,3284.0,"(0, 10]",2017-09-01,106.125
13257,13300,Sunbury,3,h,657500.0,31.7,3429.0,2.0,1.0,729.0,167.0,2001.0,Hume,-37.5877,144.73734,14092.0,"(30, 40]",2017-09-01,131.29166666666666
13258,13301,Sunbury,3,h,778000.0,31.7,3429.0,2.0,1.0,1058.0,,,Hume,-37.57858,144.72349,14092.0,"(30, 40]",2017-09-01,131.29166666666666
13259,13302,Sunbury,5,h,675000.0,31.7,3429.0,3.0,2.0,615.0,208.0,2000.0,Hume,-37.59115,144.72581,14092.0,"(30, 40]",2017-09-01,131.29166666666666
13260,13303,Sunbury,4,h,605000.0,31.7,3429.0,2.0,2.0,738.0,192.0,2000.0,Hume,-37.58457,144.70005,14092.0,"(30, 40]",2017-09-01,131.29166666666666
13261,13304,Sunbury,4,h,600000.0,31.7,3429.0,2.0,1.0,1007.0,116.0,1980.0,Hume,-37.572309999999995,144.70429,14092.0,"(30, 40]",2017-09-01,131.29166666666666
13262,13305,Sunshine North,4,h,895000.0,10.5,3020.0,2.0,2.0,400.0,,,Brimbank,-37.765859999999996,144.85193,4217.0,"(10, 20]",2017-09-01,69.55555555555556
13263,13306,Sunshine West,3,h,555000.0,10.5,3020.0,2.0,1.0,156.0,,,Brimbank,-37.794979999999995,144.79545,6763.0,"(10, 20]",2017-09-01,69.55555555555556
13264,13307,Surrey Hills,4,h,1910000.0,10.2,3127.0,3.0,2.0,416.0,256.0,2014.0,Boroondara,-37.82671,145.11068,5457.0,"(10, 20]",2017-09-01,86.41176470588235
13265,13308,Surrey Hills,3,h,2350000.0,10.2,3127.0,2.0,0.0,843.0,,,Boroondara,-37.82195,145.08968000000004,5457.0,"(10, 20]",2017-09-01,86.41176470588235
13266,13309,Taylors Lakes,3,h,746000.0,15.5,3038.0,2.0,2.0,649.0,,,Brimbank,-37.69616,144.78587,5336.0,"(10, 20]",2017-09-01,91.0
13267,13310,Taylors Lakes,4,h,751000.0,15.5,3038.0,2.0,2.0,712.0,364.0,1998.0,Brimbank,-37.68646,144.77247,5336.0,"(10, 20]",2017-09-01,91.0
13268,13311,Taylors Lakes,3,h,600000.0,15.5,3038.0,2.0,2.0,657.0,,,Brimbank,-37.71176,144.80271000000005,5336.0,"(10, 20]",2017-09-01,91.0
13269,13312,Templestowe,4,h,910000.0,15.5,3106.0,2.0,2.0,520.0,170.0,1980.0,Manningham,-37.75436,145.11938999999995,6202.0,"(10, 20]",2017-09-01,127.21739130434783
13270,13313,Templestowe Lower,4,h,1561000.0,12.4,3107.0,2.0,2.0,1128.0,,,Manningham,-37.76497,145.11077,5420.0,"(10, 20]",2017-09-01,228.26315789473685
13271,13314,Templestowe Lower,3,h,1250000.0,12.4,3107.0,2.0,2.0,838.0,,,Manningham,-37.76649000000001,145.10623,5420.0,"(10, 20]",2017-09-01,228.26315789473685
13272,13315,The Basin,3,h,700000.0,27.0,3154.0,2.0,3.0,795.0,,,Knox,-37.85229,145.30281000000005,1690.0,"(20, 30]",2017-09-01,107.14285714285714
13273,13316,Thomastown,3,h,720000.0,15.3,3074.0,1.0,1.0,573.0,,,Whittlesea,-37.67939000000001,145.00143,7955.0,"(10, 20]",2017-09-01,82.5
13274,13317,Vermont,4,h,1260000.0,17.2,3133.0,2.0,3.0,682.0,166.0,1973.0,Whitehorse,-37.84454,145.18881000000005,4181.0,"(10, 20]",2017-09-01,76.18181818181819
13275,13318,Vermont South,4,h,1202000.0,17.2,3133.0,2.0,2.0,650.0,159.0,1980.0,Whitehorse,-37.84919,145.17436,4280.0,"(10, 20]",2017-09-01,76.18181818181819
13276,13319,Wantirna,4,h,920000.0,14.7,3152.0,2.0,2.0,601.0,,,Knox,-37.86231,145.22633000000005,5424.0,"(10, 20]",2017-09-01,92.3125
13277,13320,Wantirna South,5,h,1180000.0,14.7,3152.0,2.0,4.0,738.0,258.0,1980.0,Knox,-37.863279999999996,145.21477,7082.0,"(10, 20]",2017-09-01,92.3125
13278,13321,Wantirna South,5,h,1400000.0,14.7,3152.0,2.0,2.0,796.0,,,Knox,-37.87079,145.22988,7082.0,"(10, 20]",2017-09-01,92.3125
13279,13322,Werribee,3,h,515000.0,14.7,3030.0,2.0,1.0,517.0,115.0,1985.0,Wyndham,-37.89423,144.64131,16166.0,"(10, 20]",2017-09-01,115.74806201550388
13280,13323,Werribee,3,h,430000.0,14.7,3030.0,1.0,1.0,454.0,,,Wyndham,-37.88178,144.66125,16166.0,"(10, 20]",2017-09-01,115.74806201550388
13281,13324,West Footscray,3,h,840000.0,6.4,3012.0,1.0,3.0,336.0,95.0,1950.0,Maribyrnong,-37.79613,144.86741999999995,5058.0,"(0, 10]",2017-09-01,112.63157894736842
13282,13325,West Footscray,3,h,879000.0,6.4,3012.0,1.0,2.0,377.0,,,Maribyrnong,-37.79285,144.86969,5058.0,"(0, 10]",2017-09-01,112.63157894736842
13283,13326,Westmeadows,2,h,560000.0,16.5,3049.0,2.0,2.0,424.0,,,Hume,-37.67909,144.87524,2474.0,"(10, 20]",2017-09-01,92.28571428571429
13284,13327,Wheelers Hill,3,h,1025000.0,16.7,3150.0,1.0,2.0,691.0,,,Monash,-37.908229999999996,145.16173,7392.0,"(10, 20]",2017-09-01,124.02645502645503
13285,13328,Wheelers Hill,5,h,1660000.0,16.7,3150.0,2.0,2.0,790.0,291.0,1990.0,Monash,-37.900009999999995,145.18688,7392.0,"(10, 20]",2017-09-01,124.02645502645503
13286,13329,Williamstown,3,h,832000.0,6.8,3016.0,1.0,1.0,269.0,,,Hobsons Bay,-37.85808,144.89268,6380.0,"(0, 10]",2017-09-01,191.09459459459458
13287,13330,Wollert,2,t,401000.0,25.5,3750.0,1.0,1.0,115.0,,,Whittlesea,-37.61379,145.03296,2940.0,"(20, 30]",2017-09-01,43.5
13288,13331,Yarraville,3,h,1300000.0,6.3,3013.0,2.0,2.0,277.0,,,Maribyrnong,-37.81732,144.89091000000005,6543.0,"(0, 10]",2017-09-01,135.609756097561
13289,13332,Yarraville,3,h,1360000.0,6.3,3013.0,1.0,1.0,479.0,128.0,1930.0,Maribyrnong,-37.81279,144.87717,6543.0,"(0, 10]",2017-09-01,135.609756097561
13290,13333,Yarraville,3,h,1455000.0,6.3,3013.0,2.0,2.0,351.0,125.0,1910.0,Maribyrnong,-37.81111,144.88759,6543.0,"(0, 10]",2017-09-01,135.609756097561
13291,13334,Airport West,3,h,975500.0,10.4,3042.0,1.0,1.0,697.0,,,Moonee Valley,-37.73254,144.88321000000005,3464.0,"(10, 20]",2017-08-01,81.57142857142857
13292,13335,Airport West,3,h,880000.0,10.4,3042.0,1.0,3.0,626.0,,,Moonee Valley,-37.71919000000001,144.87842,3464.0,"(10, 20]",2017-08-01,81.57142857142857
13293,13336,Albert Park,3,h,2340000.0,3.0,3206.0,2.0,1.0,162.0,135.0,1880.0,Port Phillip,-37.84398,144.95044,3280.0,"(0, 10]",2017-08-01,229.41803278688525
13294,13337,Albert Park,3,h,2225000.0,3.0,3206.0,1.0,1.0,241.0,,,Port Phillip,-37.84479,144.94429,3280.0,"(0, 10]",2017-08-01,229.41803278688525
13295,13338,Altona,3,h,920000.0,11.0,3018.0,2.0,2.0,584.0,,,Hobsons Bay,-37.86249,144.82162,5301.0,"(10, 20]",2017-08-01,85.62162162162163
13296,13339,Altona,2,u,801250.0,11.0,3018.0,1.0,1.0,245.0,,,Hobsons Bay,-37.870459999999994,144.83482,5301.0,"(10, 20]",2017-08-01,85.62162162162163
13297,13340,Altona North,3,h,791000.0,9.4,3025.0,1.0,4.0,553.0,131.0,1960.0,Hobsons Bay,-37.84484000000001,144.85017,5132.0,"(0, 10]",2017-08-01,113.76470588235294
13298,13341,Armadale,4,h,4060000.0,6.3,3143.0,2.0,1.0,574.0,191.0,1910.0,Stonnington,-37.86325,145.02421999999999,4836.0,"(0, 10]",2017-08-01,192.46376811594203
13299,13342,Ascot Vale,4,h,1151000.0,4.3,3032.0,2.0,2.0,290.0,178.0,2012.0,Moonee Valley,-37.77708,144.90913999999995,6567.0,"(0, 10]",2017-08-01,111.61363636363636
13300,13343,Ashburton,4,t,1650000.0,10.2,3147.0,2.0,1.0,338.0,200.0,2005.0,Boroondara,-37.86058,145.08542,3052.0,"(10, 20]",2017-08-01,82.75862068965517
13301,13344,Ashburton,3,h,2550000.0,10.2,3147.0,2.0,3.0,1170.0,202.0,1950.0,Boroondara,-37.87253,145.0705,3052.0,"(10, 20]",2017-08-01,82.75862068965517
13302,13345,Balaclava,3,h,1680000.0,6.4,3183.0,1.0,2.0,325.0,,,Port Phillip,-37.87202,144.99123,2952.0,"(0, 10]",2017-08-01,127.51840490797547
13303,13346,Balwyn North,5,h,3000000.0,9.7,3104.0,4.0,2.0,830.0,,,Boroondara,-37.78739,145.07388999999995,7809.0,"(0, 10]",2017-08-01,97.26829268292683
13304,13347,Balwyn North,3,h,1900000.0,9.7,3104.0,1.0,1.0,663.0,,,Boroondara,-37.791309999999996,145.07861,7809.0,"(0, 10]",2017-08-01,97.26829268292683
13305,13348,Balwyn North,5,h,2800000.0,9.7,3104.0,2.0,2.0,1173.0,0.0,1960.0,Boroondara,-37.80385,145.09094,7809.0,"(0, 10]",2017-08-01,97.26829268292683
13306,13349,Balwyn North,4,h,1650000.0,9.7,3104.0,2.0,3.0,868.0,,,Boroondara,-37.802170000000004,145.10183,7809.0,"(0, 10]",2017-08-01,97.26829268292683
13307,13350,Beaumaris,3,h,1589000.0,17.3,3193.0,2.0,2.0,596.0,,,Bayside,-37.98045,145.04833,5366.0,"(10, 20]",2017-08-01,215.92857142857142
13308,13351,Beaumaris,4,h,1385000.0,17.3,3193.0,2.0,2.0,588.0,,,Bayside,-37.97258,145.05123,5366.0,"(10, 20]",2017-08-01,215.92857142857142
13309,13352,Bellfield,4,h,951000.0,8.8,3081.0,1.0,1.0,654.0,,1960.0,Banyule,-37.75399,145.03606000000005,790.0,"(0, 10]",2017-08-01,83.65789473684211
13310,13353,Bentleigh,3,h,1300000.0,11.4,3204.0,2.0,2.0,566.0,,,Glen Eira,-37.91469,145.02788999999999,6795.0,"(10, 20]",2017-08-01,114.6125
13311,13354,Bentleigh East,5,h,1800000.0,13.8,3165.0,3.0,3.0,697.0,243.0,1960.0,Glen Eira,-37.91865,145.05418,10969.0,"(10, 20]",2017-08-01,113.03921568627452
13312,13355,Bentleigh East,4,t,1130000.0,13.8,3165.0,2.0,2.0,270.0,183.0,2012.0,Glen Eira,-37.90866,145.07533,10969.0,"(10, 20]",2017-08-01,113.03921568627452
13313,13356,Bentleigh East,4,h,1370000.0,13.8,3165.0,3.0,3.0,605.0,186.0,1930.0,Glen Eira,-37.91487,145.06623000000005,10969.0,"(10, 20]",2017-08-01,113.03921568627452
13314,13357,Bentleigh East,3,h,1311000.0,13.8,3165.0,2.0,3.0,632.0,194.0,1950.0,Glen Eira,-37.92599000000001,145.07537,10969.0,"(10, 20]",2017-08-01,113.03921568627452
13315,13358,Blackburn,3,h,1350000.0,13.4,3130.0,1.0,1.0,697.0,121.0,1950.0,Whitehorse,-37.81511,145.15828,5713.0,"(10, 20]",2017-08-01,102.57627118644068
13316,13359,Blackburn,4,h,1660000.0,13.4,3130.0,2.0,2.0,697.0,,,Whitehorse,-37.81245,145.16416999999996,5713.0,"(10, 20]",2017-08-01,102.57627118644068
13317,13360,Blackburn South,3,h,905000.0,13.4,3130.0,2.0,2.0,887.0,150.0,1990.0,Whitehorse,-37.8429,145.14895,4387.0,"(10, 20]",2017-08-01,102.57627118644068
13318,13361,Blackburn South,3,h,1152000.0,13.4,3130.0,1.0,3.0,584.0,,,Whitehorse,-37.833729999999996,145.14493000000004,4387.0,"(10, 20]",2017-08-01,102.57627118644068
13319,13362,Bonbeach,3,h,920000.0,27.0,3196.0,1.0,2.0,645.0,102.0,1950.0,Kingston,-38.06688,145.12398000000005,2887.0,"(20, 30]",2017-08-01,120.69491525423729
13320,13363,Boronia,4,h,728000.0,25.0,3155.0,1.0,1.0,744.0,136.0,1970.0,Knox,-37.85652,145.2758,9704.0,"(20, 30]",2017-08-01,95.57142857142857
13321,13364,Box Hill,5,h,1900000.0,10.9,3128.0,3.0,2.0,613.0,133.0,1955.0,Whitehorse,-37.82703,145.12938,4605.0,"(10, 20]",2017-08-01,111.44392523364486
13322,13365,Briar Hill,4,h,1030000.0,16.1,3088.0,3.0,3.0,1061.0,312.0,1960.0,Banyule,-37.705909999999996,145.13005,1390.0,"(10, 20]",2017-08-01,68.36363636363636
13323,13366,Brighton,4,h,3200000.0,10.5,3186.0,3.0,2.0,635.0,,1930.0,Bayside,-37.91559,144.99885,10579.0,"(10, 20]",2017-08-01,268.2983870967742
13324,13367,Brighton,4,h,2830000.0,10.5,3186.0,2.0,2.0,700.0,202.0,1930.0,Bayside,-37.90034,144.99608999999995,10579.0,"(10, 20]",2017-08-01,268.2983870967742
13325,13368,Brighton,4,h,2260000.0,10.5,3186.0,2.0,2.0,881.0,,2015.0,Bayside,-37.90217,144.99337,10579.0,"(10, 20]",2017-08-01,268.2983870967742
13326,13369,Brighton East,3,h,2060000.0,10.3,3187.0,1.0,3.0,685.0,175.0,1950.0,Bayside,-37.92364,145.01118,6938.0,"(10, 20]",2017-08-01,193.8679245283019
13327,13370,Brighton East,3,h,1650000.0,10.3,3187.0,2.0,2.0,623.0,0.0,1920.0,Bayside,-37.92698,145.02673000000001,6938.0,"(10, 20]",2017-08-01,193.8679245283019
13328,13371,Brighton East,5,h,1650000.0,10.3,3187.0,2.0,5.0,773.0,275.0,1950.0,Bayside,-37.93203,145.02844,6938.0,"(10, 20]",2017-08-01,193.8679245283019
13329,13372,Brunswick,1,u,424000.0,5.2,3056.0,1.0,2.0,334.0,80.0,2009.0,Moreland,-37.76078,144.96168,11918.0,"(0, 10]",2017-08-01,94.67264573991031
13330,13373,Brunswick East,3,t,959000.0,4.0,3057.0,2.0,1.0,138.0,122.0,1998.0,Moreland,-37.76292,144.97975,5533.0,"(0, 10]",2017-08-01,154.43243243243242
13331,13374,Brunswick East,2,h,975000.0,4.0,3057.0,1.0,1.0,159.0,,,Moreland,-37.77726,144.97247,5533.0,"(0, 10]",2017-08-01,154.43243243243242
13332,13375,Brunswick West,3,h,1160000.0,5.2,3055.0,1.0,2.0,575.0,,,Moreland,-37.75461,144.94669,7082.0,"(0, 10]",2017-08-01,87.82758620689656
13333,13376,Brunswick West,2,h,887500.0,5.2,3055.0,1.0,2.0,434.0,,,Moreland,-37.75336,144.93872,7082.0,"(0, 10]",2017-08-01,87.82758620689656
13334,13377,Brunswick West,3,h,2350000.0,5.2,3055.0,2.0,2.0,445.0,160.0,1925.0,Moreland,-37.76645,144.94133,7082.0,"(0, 10]",2017-08-01,87.82758620689656
13335,13378,Bundoora,5,h,940000.0,12.1,3083.0,3.0,2.0,593.0,,,Banyule,-37.68878,145.05795,10175.0,"(10, 20]",2017-08-01,84.13793103448276
13336,13379,Bundoora,4,h,850000.0,12.1,3083.0,2.0,3.0,543.0,,,Banyule,-37.69852,145.06523,10175.0,"(10, 20]",2017-08-01,84.13793103448276
13337,13380,Bundoora,4,h,815000.0,12.1,3083.0,2.0,1.0,525.0,0.0,1965.0,Banyule,-37.70765,145.05556,10175.0,"(10, 20]",2017-08-01,84.13793103448276
13338,13382,Burwood,3,h,1220000.0,10.4,3125.0,2.0,2.0,261.0,151.0,2015.0,Whitehorse,-37.84691,145.10029,5678.0,"(10, 20]",2017-08-01,88.14754098360656
13339,13383,Burwood,3,h,1238000.0,10.4,3125.0,2.0,1.0,735.0,,,Whitehorse,-37.852959999999996,145.1055,5678.0,"(10, 20]",2017-08-01,88.14754098360656
13340,13384,Burwood,4,h,1535000.0,10.4,3125.0,3.0,2.0,1004.0,188.0,1950.0,Whitehorse,-37.84533,145.12763999999999,5678.0,"(10, 20]",2017-08-01,88.14754098360656
13341,13385,Burwood,3,h,1340000.0,10.4,3125.0,1.0,1.0,556.0,,,Whitehorse,-37.84375,145.10591000000005,5678.0,"(10, 20]",2017-08-01,88.14754098360656
13342,13386,Burwood,2,h,1322500.0,10.4,3125.0,1.0,1.0,731.0,94.0,1950.0,Whitehorse,-37.85621,145.10641,5678.0,"(10, 20]",2017-08-01,88.14754098360656
13343,13387,Camberwell,4,h,2385000.0,7.7,3124.0,2.0,2.0,671.0,,1914.0,Boroondara,-37.8296,145.06441999999996,8920.0,"(0, 10]",2017-08-01,138.5568181818182
13344,13388,Canterbury,3,h,1935000.0,8.4,3126.0,2.0,2.0,449.0,,1915.0,Boroondara,-37.82359,145.0693,3265.0,"(0, 10]",2017-08-01,148.1304347826087
13345,13389,Carlton,3,h,1760000.0,1.6,3053.0,1.0,2.0,9405.0,134.0,1880.0,Melbourne,-37.79945,144.96653,6786.0,"(0, 10]",2017-08-01,111.76765799256506
13346,13390,Carnegie,3,h,1400000.0,10.1,3163.0,2.0,3.0,818.0,193.0,2011.0,Glen Eira,-37.89877,145.05132,7822.0,"(10, 20]",2017-08-01,94.2051282051282
13347,13391,Carrum Downs,4,h,546000.0,34.9,3201.0,1.0,1.0,646.0,103.0,1987.0,Frankston,-38.10346,145.18159,8060.0,"(30, 40]",2017-08-01,88.0
13348,13392,Carrum Downs,3,h,532000.0,34.9,3201.0,1.0,2.0,474.0,104.0,1993.0,Frankston,-38.10429,145.17178,8060.0,"(30, 40]",2017-08-01,88.0
13349,13393,Carrum Downs,3,h,615000.0,34.9,3201.0,2.0,2.0,804.0,,,Frankston,-38.09187,145.19463000000005,8060.0,"(30, 40]",2017-08-01,88.0
13350,13394,Caulfield South,2,u,790000.0,8.7,3162.0,1.0,1.0,919.0,82.0,2010.0,Glen Eira,-37.8981,145.03551000000004,5051.0,"(0, 10]",2017-08-01,130.11111111111111
13351,13395,Chadstone,3,h,990000.0,11.7,3148.0,2.0,2.0,6000.0,,,Monash,-37.88932,145.10298999999995,3582.0,"(10, 20]",2017-08-01,79.5
13352,13396,Chelsea Heights,3,h,725000.0,27.0,3196.0,1.0,1.0,534.0,95.0,1980.0,Kingston,-38.04922,145.13904,2076.0,"(20, 30]",2017-08-01,120.69491525423729
13353,13397,Cheltenham,5,h,1300000.0,17.9,3192.0,2.0,2.0,1006.0,213.0,1970.0,Kingston,-37.97404,145.07541,9758.0,"(10, 20]",2017-08-01,115.06666666666666
13354,13398,Cheltenham,3,h,975000.0,17.9,3192.0,2.0,2.0,595.0,114.0,,Kingston,-37.97334,145.08192,9758.0,"(10, 20]",2017-08-01,115.06666666666666
13355,13399,Clayton South,3,h,950000.0,17.5,3169.0,2.0,2.0,535.0,123.0,1970.0,Kingston,-37.94122,145.10924,4734.0,"(10, 20]",2017-08-01,82.6896551724138
13356,13400,Coburg,2,t,770000.0,6.7,3058.0,1.0,1.0,600.0,,,Moreland,-37.75356,144.9497,11204.0,"(0, 10]",2017-08-01,103.10526315789474
13357,13401,Coolaroo,3,h,460000.0,17.4,3048.0,1.0,3.0,536.0,104.0,1975.0,Hume,-37.65704,144.92987,1124.0,"(10, 20]",2017-08-01,57.5
13358,13402,Craigieburn,3,h,412500.0,20.6,3064.0,2.0,1.0,197.0,0.0,2012.0,Hume,-37.57687,144.911,15510.0,"(20, 30]",2017-08-01,71.4047619047619
13359,13403,Craigieburn,3,h,465000.0,20.6,3064.0,1.0,1.0,338.0,,2004.0,Hume,-37.57589,144.9305,15510.0,"(20, 30]",2017-08-01,71.4047619047619
13360,13404,Cranbourne,5,h,720008.0,34.7,3977.0,3.0,2.0,528.0,204.0,2006.0,Casey,-38.08902,145.29006,7680.0,"(30, 40]",2017-08-01,92.95555555555555
13361,13405,Croydon,5,h,1188000.0,23.0,3136.0,2.0,2.0,864.0,294.0,1980.0,Maroondah,-37.79546,145.27002,11925.0,"(20, 30]",2017-08-01,84.8076923076923
13362,13406,Croydon,5,h,905000.0,23.0,3136.0,2.0,2.0,1005.0,185.0,1960.0,Maroondah,-37.784659999999995,145.27326000000005,11925.0,"(20, 30]",2017-08-01,84.8076923076923
13363,13407,Dandenong North,5,h,600000.0,24.7,3175.0,2.0,1.0,608.0,146.0,1960.0,Greater Dandenong,-37.96171,145.20122,8322.0,"(20, 30]",2017-08-01,185.57142857142858
13364,13408,Edithvale,3,h,1100000.0,27.0,3196.0,2.0,4.0,737.0,,1940.0,Kingston,-38.04214,145.11372,2546.0,"(20, 30]",2017-08-01,120.69491525423729
13365,13409,Eltham,4,h,1060000.0,18.0,3095.0,2.0,2.0,842.0,202.0,1980.0,Nillumbik,-37.70562,145.16611,6990.0,"(10, 20]",2017-08-01,112.0
13366,13410,Eltham North,4,h,905000.0,18.0,3095.0,2.0,0.0,2000.0,153.0,1975.0,Nillumbik,-37.70232,145.1419,2346.0,"(10, 20]",2017-08-01,112.0
13367,13411,Epping,3,h,595000.0,19.6,3076.0,1.0,2.0,536.0,0.0,1980.0,Whittlesea,-37.64972,145.04086,10926.0,"(10, 20]",2017-08-01,51.529411764705884
13368,13412,Epping,4,h,810000.0,19.6,3076.0,2.0,4.0,854.0,260.0,1995.0,Whittlesea,-37.63904,145.0589,10926.0,"(10, 20]",2017-08-01,51.529411764705884
13369,13413,Essendon,5,h,2335000.0,7.5,3040.0,2.0,6.0,1012.0,222.0,1915.0,Moonee Valley,-37.74967,144.8977,9264.0,"(0, 10]",2017-08-01,114.14285714285714
13370,13414,Essendon,3,h,1240000.0,7.5,3040.0,1.0,2.0,476.0,,,Moonee Valley,-37.75759,144.92788000000004,9264.0,"(0, 10]",2017-08-01,114.14285714285714
